6 МГц;Сталь 12Х1МФ;4966;4967;4969;4968;4965;5191;5196;5207;5209;5204;
6 МГц;Сталь 20;5131;5133;5135;5136;5134;5223;5215;5221;5211;5224;
6 МГц;Сталь 09Г2С;4996;4998;5001;4997;4998;5081;5094;5101;5096;5104;
4 МГц;Сталь 12Х1МФ;4645;4643;4647;4645;4644;4790;4782;4791;4787;4786;
4 МГц;Сталь 20;4661;4658;4650;4651;4652;4743;4751;4749;4748;4752;
4 МГц;Сталь 09Г2С;4649;4646;4647;4653;4655;4772;4769;4773;4778;4765;
4 МГц;Сталь 22К;4697;4695;4693;4696;4694;4798;4801;4792;4787;4799;
4 МГц;Сталь 16ГНМА;4687;4689;4692;4691;4686;4779;4782;4785;4778;4781;
