6 МГц;Сталь 12Х1МФ;4966;4967;4969;4968;4965;4960;4959;4961;4960;4962;
6 МГц;Сталь 20;5143;5145;5146;5142;5143;5131;5133;5135;5136;5134;
6 МГц;Сталь 09Г2С;5008;5009;5007;5010;5011;4996;4998;5001;4997;4998;
4 МГц;Сталь 12Х1МФ;4644;4646;4649;4643;4644;4633;4635;4637;4635;4634;
4 МГц;Сталь 20;4699;4704;4702;4694;4685;4661;4658;4650;4651;4652;
4 МГц;Сталь 09Г2С;4658;4659;4660;4656;4653;4649;4646;4647;4653;4655;
4 МГц;Сталь 22К;4715;4699;4702;4712;4705;4697;4695;4693;4696;4694;
4 МГц;Сталь 16ГНМА;4687;4689;4692;4691;4686;4687;4697;4686;4689;4692;
